Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1835,533205110,L,FV,45,4379,Pave,NA,2,Lvl,1,FR2,1,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,2,1,851,6,0,527,1378,GasA,1,Y,1,1378,0,0,1378,1,0,2,0,2,1,2,6,1,1,2,Attchd,2004,1,2,540,3,3,1,160,56,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,214000
1844,533213140,M,FV,34,3230,Pave,Pave,1,Lvl,1,Corner,1,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,3,3,PConc,2,3,4,1,419,6,0,310,729,GasA,2,Y,1,729,729,0,1458,0,0,2,1,2,1,3,5,1,1,4,Detchd,1999,3,2,440,3,3,1,0,32,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,176000
1849,533236040,M,FV,24,2645,Pave,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,2,3,PConc,2,3,4,6,0,6,0,776,776,GasA,1,Y,1,764,677,0,1441,0,0,2,1,2,1,2,5,1,0,6,Detchd,1999,3,2,492,3,3,1,206,0,0,0,0,0,5,5,NA,0,11,2007,WD ,Normal,174000
1851,533242080,A,FV,73,7321,Pave,Pave,2,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,None,0,2,3,PConc,2,3,4,6,0,6,0,1339,1339,GasA,1,Y,1,1358,0,0,1358,0,0,2,0,3,1,2,5,1,0,6,Detchd,1999,3,2,625,3,3,1,176,174,0,0,0,0,5,5,NA,0,12,2007,COD,Normal,204000
1854,533250190,L,RL,50,9466,Pave,NA,3,Lvl,1,FR2,1,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0,2,3,PConc,2,3,1,5,457,2,1037,0,1494,GasA,1,Y,1,1494,0,0,1494,1,0,1,1,1,1,2,5,1,1,2,Attchd,1994,1,2,478,3,3,1,0,30,0,0,217,0,5,5,NA,0,5,2007,WD ,Normal,279700
1857,533252130,A,RL,90,10768,Pave,NA,2,Lvl,1,Corner,1,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0,2,2,CBlock,2,3,1,2,1157,6,0,280,1437,GasA,3,Y,1,1437,0,0,1437,1,0,2,0,3,1,2,6,1,1,4,Attchd,1976,2,2,528,3,3,1,0,21,0,0,180,0,5,5,NA,0,7,2007,WD ,Normal,218000
1858,533253180,L,RL,40,3840,Pave,NA,2,Lvl,1,Inside,1,Greens,Norm,Norm,TwnhsE,1Story,8,6,1978,1998,Gable,CompShg,Wd Sdng,Plywood,None,0,2,3,CBlock,2,3,1,1,881,5,176,0,1057,GasA,3,Y,1,1295,0,0,1295,1,0,1,0,1,1,2,4,1,2,3,Attchd,1978,1,2,571,3,3,1,133,89,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,213750
1860,533254130,A,RL,80,9600,Pave,NA,1,Lvl,1,FR2,1,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,1,2,978,6,0,284,1262,GasA,1,Y,1,1262,0,0,1262,0,1,2,0,3,1,3,6,1,1,3,Attchd,1976,2,2,460,3,3,1,298,0,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,181500
1864,534125120,A,RL,78,11700,Pave,NA,1,Lvl,1,Inside,1,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41,3,3,CBlock,3,3,4,6,0,6,0,912,912,GasA,1,Y,1,1152,0,0,1152,1,0,1,1,3,1,3,7,1,0,6,Attchd,1968,2,2,412,3,3,1,0,126,0,0,0,0,5,5,NA,0,9,2007,CWD,Normal,143450
1867,534127260,A,RL,130,11700,Pave,NA,1,Lvl,1,Corner,1,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,196,3,3,PConc,2,3,4,2,910,6,0,385,1295,GasA,4,Y,1,1295,0,0,1295,1,0,1,1,3,1,3,6,1,0,6,Attchd,1968,1,2,528,3,3,1,0,194,0,0,200,0,5,5,NA,0,4,2007,WD ,Normal,164000
1872,534176140,A,RL,88,10738,Pave,NA,2,Lvl,1,Corner,1,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,2,792,6,0,301,1093,GasA,2,Y,1,1093,0,0,1093,1,0,2,0,3,1,3,6,1,1,4,Attchd,1966,2,2,484,3,3,1,224,0,0,0,0,0,5,2,Shed,400,11,2007,WD ,Normal,158500
1873,534177210,A,RL,80,9600,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320,3,3,CBlock,3,3,4,2,916,6,0,326,1242,GasA,4,Y,1,1242,0,0,1242,0,0,1,1,3,1,3,6,1,1,3,Attchd,1973,3,2,528,3,3,1,0,0,0,0,0,0,5,5,NA,0,9,2007,WD ,Normal,175500
1874,534178010,A,RL,80,10800,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203,3,3,CBlock,3,3,4,3,617,4,264,171,1052,GasA,3,Y,1,1052,0,0,1052,1,0,1,0,3,1,3,6,1,0,6,Attchd,1963,1,1,311,3,3,1,0,133,0,0,0,0,5,5,NA,0,2,2007,COD,Normal,127000
1875,534201040,A,RL,70,8050,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,474,3,38,437,949,GasA,3,Y,1,1107,0,0,1107,1,0,1,0,3,1,2,5,1,0,6,Attchd,1967,2,1,308,3,3,1,88,64,0,0,0,0,5,5,NA,0,3,2007,WD ,Normal,127000
1877,534204120,A,RL,79,10289,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168,3,3,CBlock,3,3,4,2,836,6,0,237,1073,GasA,3,Y,1,1073,0,0,1073,1,0,1,1,3,1,3,6,1,0,6,Attchd,1965,2,2,515,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,156000
1883,534275220,A,RL,80,8892,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,3,3,CBlock,3,3,4,6,0,6,0,1065,1065,GasA,2,Y,1,1065,0,0,1065,0,0,1,1,3,1,3,6,1,0,6,Detchd,1974,3,2,461,3,3,1,74,0,0,0,0,0,5,5,NA,0,7,2007,COD,Normal,126500
1884,534276070,I,RL,65,10482,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63,3,2,CBlock,3,3,2,1,507,6,0,81,588,GasA,1,Y,1,1138,0,0,1138,0,1,1,0,3,1,3,6,1,0,6,Attchd,1958,2,1,264,3,3,1,224,0,0,0,0,0,5,4,NA,0,6,2007,WD ,Normal,145000
1885,534276160,A,RL,70,7535,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,3,111,5,279,522,912,GasA,4,Y,1,912,0,0,912,0,1,1,0,2,1,3,5,1,0,6,Attchd,1958,1,1,297,3,3,1,12,285,0,0,0,0,5,4,Shed,480,6,2007,WD ,Normal,120000
1886,534276180,A,RL,74,7450,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,438,5,206,250,894,GasA,2,Y,1,1074,0,0,1074,0,0,1,0,2,1,2,6,2,1,2,Detchd,1966,3,2,396,3,3,1,0,72,0,0,0,0,5,3,NA,0,1,2007,WD ,Normal,124000
1889,534278170,A,RL,76,8243,Pave,NA,2,Lvl,1,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56,3,2,CBlock,3,3,4,2,700,6,0,264,964,GasA,1,Y,1,964,0,0,964,0,0,1,0,3,1,3,5,1,1,4,Detchd,1985,1,2,784,3,3,1,170,0,0,0,0,0,5,1,NA,0,2,2007,WD ,Normal,137500
1890,534278190,A,RL,70,8680,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,4,6,0,6,0,894,894,GasA,3,Y,1,894,0,0,894,0,0,1,0,3,1,3,5,1,0,6,Detchd,1965,3,1,312,3,3,1,0,0,0,0,0,0,5,5,NA,0,1,2007,WD ,Normal,117600
1891,534401120,A,RL,80,8800,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202,3,3,CBlock,3,3,4,3,654,6,0,520,1174,GasA,1,Y,1,1200,0,0,1200,0,1,2,0,3,1,3,6,1,1,3,Attchd,1966,2,2,440,3,3,1,0,0,0,0,0,0,5,2,NA,0,10,2007,CWD,Normal,163500
1892,534401200,I,RL,80,9200,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,3,3,CBlock,3,3,1,1,494,6,0,548,1042,GasA,3,Y,1,1042,0,0,1042,0,0,2,0,3,1,3,5,1,0,6,Attchd,1965,2,2,440,3,3,1,192,0,0,0,0,0,5,1,NA,0,5,2007,WD ,Normal,161000
1893,534403040,I,RL,85,9350,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108,3,3,CBlock,2,3,1,5,270,2,580,452,1302,GasA,1,Y,1,1302,0,0,1302,0,1,2,0,3,1,2,7,2,0,6,Attchd,1964,2,1,309,3,3,1,333,0,0,0,0,0,5,2,NA,0,10,2007,CWD,Normal,158000
1898,534427140,A,RL,75,7388,Pave,NA,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,405,6,0,658,1063,GasA,2,Y,1,1327,0,0,1327,1,0,1,0,3,1,2,7,1,0,6,Detchd,1974,3,2,624,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,150750
1899,534429030,K,RL,70,9842,Pave,NA,1,Lvl,1,FR2,1,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,Slab,6,6,5,7,0,7,0,0,0,GasA,3,Y,1,1224,0,0,1224,0,0,2,0,2,2,3,6,1,0,6,CarPort,1962,3,2,462,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2007,WD ,Normal,101800
1900,534430090,A,RL,57,8280,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,4,6,0,6,0,932,932,GasA,1,Y,2,932,0,0,932,0,0,1,0,2,1,2,4,1,1,2,Attchd,1950,3,1,306,3,3,1,0,0,214,0,0,0,5,1,NA,0,11,2007,WD ,Normal,124000
1901,534431020,D,RL,85,12172,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0,3,3,PConc,3,3,4,5,130,4,259,433,822,GasA,3,Y,1,908,0,0,908,0,0,1,0,2,1,3,4,1,0,6,Attchd,1975,3,2,512,3,3,1,284,24,0,0,192,0,5,2,NA,0,10,2007,WD ,Normal,138500
1905,534453080,A,RL,50,5175,Pave,NA,1,Lvl,1,Inside,1,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,3,150,2,404,254,808,GasA,1,Y,1,808,0,0,808,0,0,1,0,2,1,3,5,1,0,6,Detchd,1963,3,1,308,3,3,3,143,0,0,0,0,0,5,5,NA,0,7,2007,COD,Normal,112000
1907,534476080,A,RL,80,9600,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,3,2,CBlock,3,3,4,3,368,6,0,710,1078,GasA,1,Y,1,1150,0,0,1150,1,0,1,0,2,1,3,6,1,0,6,Attchd,1955,1,1,288,3,3,1,0,0,0,0,175,0,5,2,NA,0,10,2007,WD ,Normal,144000
1909,534479120,E,RL,79,9492,Pave,NA,1,Lvl,1,Inside,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,4,4,368,3,41,359,768,GasA,3,Y,1,968,408,0,1376,1,0,1,0,3,1,3,6,1,1,2,Attchd,1941,3,1,240,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2007,WD ,Normal,105000
1913,535105110,I,RL,100,9600,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291,3,3,CBlock,3,3,2,2,600,6,0,618,1218,GasA,3,Y,1,1254,0,0,1254,1,0,1,0,3,1,3,6,1,1,2,Attchd,1961,2,2,525,3,3,1,0,0,0,0,168,0,5,5,NA,0,5,2007,WD ,Normal,158500
1914,535106140,A,RL,70,10150,Pave,NA,1,Lvl,1,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,3,3,CBlock,3,3,4,4,456,6,0,456,912,GasA,1,Y,2,912,0,0,912,0,0,1,0,2,1,3,5,1,0,6,Attchd,1958,2,1,275,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2007,COD,Normal,114500
1917,535151020,A,RL,73,8760,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,2,873,6,0,63,936,GasA,3,Y,1,936,0,0,936,1,0,1,0,2,1,2,4,1,0,6,Attchd,1957,2,1,315,3,3,1,0,0,0,219,0,0,5,5,NA,0,9,2007,WD ,Normal,141000
1918,535151100,A,RL,65,6860,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54,3,3,CBlock,3,3,4,1,908,6,0,100,1008,GasA,1,Y,1,1008,0,0,1008,1,0,1,0,3,1,4,6,1,0,6,Detchd,1964,3,1,308,3,3,1,0,0,0,0,0,0,5,5,NA,0,12,2007,WD ,Normal,131000
1919,535151110,A,RL,60,8250,Pave,NA,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,288,6,0,765,1053,GasA,2,Y,1,1053,0,0,1053,1,0,1,0,3,1,2,6,1,0,6,2Types,1994,2,2,692,3,3,1,240,0,0,0,109,0,5,5,NA,0,7,2007,WD ,Normal,142100
1920,535152060,A,RL,70,8176,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,846,6,0,210,1056,GasA,4,Y,1,1056,0,0,1056,1,0,1,0,3,1,3,6,1,0,6,Attchd,1958,2,1,308,3,3,1,0,0,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,139000
1921,535154080,A,RL,75,9750,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,3,3,CBlock,3,3,4,4,608,6,0,834,1442,GasA,2,Y,1,1442,0,0,1442,0,0,1,1,4,1,3,7,1,0,6,Attchd,1958,2,1,301,3,3,1,0,0,275,0,0,0,5,5,Shed,500,4,2007,COD,Normal,157900
1922,535155110,A,RL,80,9250,Pave,NA,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,3,480,5,468,108,1056,GasA,3,Y,1,1056,0,0,1056,0,1,1,0,3,1,3,6,1,0,6,Attchd,1954,3,1,260,3,3,1,390,0,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,139400
1923,535176070,A,RL,90,11988,Pave,NA,2,Lvl,1,Corner,1,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,4,777,6,0,467,1244,GasA,1,Y,2,1244,0,0,1244,0,0,1,1,3,1,3,6,1,2,2,Attchd,1957,3,1,336,3,3,1,0,40,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,150000
1924,535177020,A,RL,70,9100,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69,3,3,CBlock,3,3,4,6,0,6,0,1144,1144,GasA,3,Y,1,1144,0,0,1144,0,0,1,0,3,1,3,6,1,1,2,Attchd,1960,2,1,336,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,120000
1926,535179120,A,RL,72,9770,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,512,6,0,410,922,GasA,3,Y,2,922,0,0,922,1,0,1,0,2,1,3,5,1,0,6,Attchd,1957,3,1,308,3,3,1,0,34,0,0,0,0,5,3,NA,0,4,2007,WD ,Normal,116000
1927,535180030,A,RL,72,10152,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,3,3,CBlock,3,3,4,3,586,6,0,462,1048,GasA,3,Y,1,1048,0,0,1048,1,0,1,0,3,1,3,6,1,0,6,Attchd,1956,3,1,286,3,3,1,0,20,0,0,192,0,5,5,NA,0,6,2007,WD ,Normal,135000
1929,535181140,A,RL,70,12198,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,2,4,780,6,0,424,1204,GasA,3,Y,1,1411,0,0,1411,0,0,1,0,3,1,3,7,1,1,3,Attchd,1955,2,1,310,3,3,1,278,82,0,0,0,0,5,5,NA,0,6,2007,COD,Normal,130000
1930,535300040,A,RL,75,10050,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,288,6,0,928,1216,GasA,3,Y,1,1216,0,0,1216,1,0,1,0,3,1,3,5,1,0,6,Attchd,1955,2,1,336,3,3,1,0,0,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,129500
1931,535301060,A,RL,60,11556,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,2006,Gable,CompShg,VinylSd,MetalSd,None,0,3,1,CBlock,3,3,4,3,408,6,0,456,864,GasA,2,Y,1,1154,0,0,1154,0,0,1,1,3,1,1,6,1,0,6,Detchd,1962,3,1,336,3,3,1,63,0,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,142000
1933,535302070,A,RL,60,10950,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,2,441,6,0,507,948,GasA,3,Y,1,948,0,0,948,0,0,1,0,2,1,3,5,1,0,6,Detchd,1952,3,2,410,3,3,3,0,48,0,0,0,0,5,5,NA,0,4,2007,WD ,Normal,125000
1934,535304170,A,RL,68,7942,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,85,2,955,0,1040,GasA,3,Y,3,1040,0,0,1040,0,1,1,0,3,1,3,6,1,0,6,Attchd,1953,1,1,293,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2007,WD ,Normal,136000
1935,535305180,A,RL,66,8923,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,3,643,6,0,365,1008,GasA,2,Y,1,1008,0,0,1008,1,0,1,0,2,1,2,6,1,0,6,Attchd,1953,3,1,240,3,3,1,0,18,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,134500
1936,535325090,A,RL,71,8540,Pave,NA,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,8,1956,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,3,4,4,114,2,691,120,925,GasA,3,Y,1,925,0,0,925,1,0,1,0,3,1,2,5,1,0,6,Detchd,1956,3,1,252,3,3,1,152,0,0,0,0,0,5,5,NA,0,6,2007,WD ,Normal,127000
1937,535325280,I,RL,60,7134,Pave,NA,1,Bnk,1,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,384,6,0,0,384,GasA,3,Y,1,1360,0,0,1360,0,0,1,0,3,1,3,6,2,1,3,Detchd,1962,3,2,572,3,3,1,0,50,0,0,0,0,5,2,NA,0,2,2007,WD ,Normal,130000
1939,535327160,A,RL,70,8400,Pave,NA,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,3,793,6,0,130,923,GasA,3,Y,1,925,0,0,925,1,0,1,0,3,1,3,5,1,2,3,Attchd,1955,3,1,390,3,3,1,81,0,0,0,0,0,5,3,NA,0,3,2007,WD ,Normal,116900
1940,535327200,A,RL,70,13300,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,2,3,4,4,377,6,0,551,928,GasA,3,Y,1,928,0,0,928,0,0,1,0,2,1,3,4,1,0,6,Attchd,1956,3,1,252,3,3,1,261,0,156,0,0,0,5,5,NA,0,6,2007,WD ,Normal,132000
1944,535354050,D,RL,60,9600,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,220,6,0,625,845,GasA,3,Y,1,893,0,0,893,0,1,1,0,2,1,2,4,1,0,6,Detchd,1985,3,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2007,WD ,Normal,135000
1947,535375130,E,RL,60,10134,Pave,NA,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,6,0,6,0,735,735,GasA,2,Y,2,735,299,0,1034,0,0,1,0,2,1,3,5,1,0,6,Detchd,1940,3,1,240,3,3,1,0,39,0,0,0,0,5,5,NA,0,7,2007,WD ,Normal,109000
1950,535379060,B,RL,60,10800,Pave,Grvl,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,656,656,GasA,3,Y,1,968,0,0,968,0,0,2,0,4,1,3,5,1,0,6,Detchd,1928,3,1,216,4,4,1,0,0,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,64500
1955,535403030,A,RL,66,8300,Pave,NA,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86,3,3,CBlock,3,3,3,4,952,6,0,0,952,GasA,2,Y,1,952,0,0,952,1,0,1,0,3,1,3,5,1,0,6,Attchd,1968,3,1,288,3,3,1,0,0,0,0,0,0,5,5,NA,0,8,2007,WD ,Normal,128500
1957,535450190,E,RL,60,8064,Pave,NA,1,Lvl,1,Corner,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,3,6,0,6,0,672,672,GasA,1,Y,1,672,252,0,924,0,0,1,0,3,1,3,6,1,1,5,Detchd,2003,3,2,576,3,3,1,0,0,0,0,0,0,5,2,Shed,2000,7,2007,WD ,Normal,122900
1958,535450220,A,RL,60,11664,Pave,NA,1,Lvl,1,Inside,1,NAmes,Artery,Norm,1Fam,1Story,6,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,206,3,3,CBlock,3,4,4,3,336,6,0,746,1082,GasA,3,Y,1,1082,0,0,1082,0,0,1,0,2,1,3,5,1,1,2,Detchd,1948,3,1,240,3,3,1,0,130,0,0,0,0,5,5,NA,0,11,2007,WD ,Normal,119200
