Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1661,I,RL,64,8991,Pave,NA,2,Lvl,CulDSac,1,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130,3,3,CBlock,2,3,1,1,624,4,604,0,1228,GasA,3,Y,1,1324,0,0,1324,0,1,2,0,3,1,2,5,1,1,4,Attchd,1976,1,2,585,3,3,1,407,36,0,0,0,0,5,5,NA,0,2,2007,WD ,174000
1666,A,RL,63,9457,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,566,6,0,359,925,GasA,3,Y,1,1422,0,0,1422,1,0,1,0,3,1,3,7,3,0,6,Detchd,1988,3,2,576,3,3,1,252,0,0,0,0,0,5,3,NA,0,9,2007,WD ,155000
1667,A,RL,66,7920,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,3,3,CBlock,3,3,4,2,81,1,619,214,914,GasA,1,Y,1,914,0,0,914,0,0,1,0,3,1,1,5,1,0,6,Attchd,1970,2,1,368,3,2,1,120,0,0,0,0,0,5,5,NA,0,10,2007,WD ,133000
1668,A,RL,61,9758,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0,3,3,CBlock,3,3,4,3,412,5,287,251,950,GasA,3,Y,1,950,0,0,950,0,0,1,0,3,1,3,5,1,0,6,Detchd,1981,3,1,280,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2007,WD ,119500
1669,A,RL,70,8294,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,6,0,6,0,858,858,GasA,3,Y,1,872,0,0,872,0,0,1,0,3,1,3,5,1,0,6,Detchd,1974,3,4,480,3,3,1,0,0,0,0,0,0,5,3,NA,0,6,2007,WD ,123000
1672,A,RL,60,9000,Pave,NA,1,Lvl,FR2,1,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,3,3,4,2,616,6,0,248,864,GasA,3,Y,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,Detchd,1974,3,2,528,3,3,1,0,0,0,0,0,0,5,3,NA,0,5,2007,WD ,120500
1673,L,RH,34,4058,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182,3,3,PConc,2,3,2,1,584,5,139,0,723,GasA,1,Y,1,767,0,0,767,1,0,1,0,1,1,3,4,1,0,6,Attchd,1998,1,1,367,3,3,1,120,40,0,0,0,0,5,5,NA,0,6,2007,WD ,133000
1674,L,RH,33,4113,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,3,6,0,6,0,1337,1337,GasA,1,Y,1,1337,0,0,1337,0,0,2,0,2,1,2,5,1,1,3,Attchd,2001,1,2,511,3,3,1,136,68,0,0,0,0,5,5,NA,0,7,2007,WD ,155000
1676,M,RM,21,2205,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567,3,3,CBlock,3,3,4,2,312,6,0,213,525,GasA,3,Y,1,525,567,0,1092,0,0,1,1,3,1,3,6,1,0,6,Detchd,1973,3,1,264,3,3,1,144,0,0,0,0,0,5,5,NA,0,2,2007,WD ,113500
1677,M,RM,21,1890,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,3,3,CBlock,3,3,4,3,356,6,0,316,672,GasA,3,Y,1,672,546,0,1218,0,0,1,1,3,1,3,7,1,0,6,Detchd,1973,3,1,264,3,3,1,144,28,0,0,0,0,5,5,NA,0,5,2007,WD ,113000
1678,M,RM,21,2058,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265,3,3,CBlock,3,3,4,6,0,6,0,672,672,GasA,1,Y,1,672,546,0,1218,0,0,1,1,4,1,1,7,1,0,6,Detchd,1973,3,1,264,3,3,1,0,28,0,0,0,0,5,5,NA,0,12,2007,WD ,113700
1679,M,RM,24,2016,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304,3,3,CBlock,3,3,4,6,0,6,0,630,630,GasA,3,Y,1,630,672,0,1302,0,0,2,1,3,1,3,6,1,0,6,Detchd,1970,3,2,440,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2007,WD ,106000
1680,M,RM,24,1920,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376,3,3,CBlock,3,3,4,2,471,6,0,294,765,GasA,1,Y,1,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,6,Detchd,1971,3,2,440,3,3,1,240,36,0,0,0,0,5,5,NA,0,8,2007,WD ,122500
1683,L,RL,24,2304,Pave,NA,1,Lvl,Inside,1,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,1,632,6,6,423,1061,GasA,3,Y,1,1055,0,0,1055,0,0,2,0,2,1,3,4,1,0,6,Attchd,1978,3,1,319,3,3,1,108,32,0,0,0,0,5,5,NA,0,4,2007,WD ,142500
1684,A,RL,65,7150,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52,3,3,CBlock,3,3,4,3,725,6,0,263,988,GasA,3,Y,1,988,0,0,988,1,0,1,0,3,1,3,5,1,0,6,Detchd,1974,3,1,360,3,3,1,0,0,0,0,0,0,5,5,NA,0,11,2007,WD ,129250
1716,L,RL,61,7577,Pave,NA,2,Lvl,Corner,1,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,2,3,PConc,2,3,2,2,20,6,0,1342,1362,GasA,1,Y,1,1362,0,0,1362,0,0,2,0,2,1,2,6,1,1,2,Attchd,2005,2,2,460,3,3,1,192,28,0,0,0,0,5,5,NA,0,6,2007,WD ,194700
1718,L,RL,34,3903,Pave,NA,1,Lvl,Inside,1,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,2,3,PConc,2,3,2,2,1030,6,0,272,1302,GasA,1,Y,1,1302,0,0,1302,1,0,1,1,1,1,2,5,1,1,2,Attchd,2005,2,2,631,3,3,1,110,50,0,0,0,0,5,5,NA,0,5,2007,WD ,200000
1719,L,RL,41,6289,Pave,NA,2,Lvl,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,2,3,PConc,2,3,2,2,762,6,0,600,1362,GasA,1,Y,1,1362,0,0,1362,1,0,2,0,2,1,2,6,1,1,2,Attchd,2005,2,2,460,3,3,1,192,28,0,0,0,0,5,5,NA,0,6,2007,WD ,207000
1722,L,RL,44,6442,Pave,NA,2,Lvl,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,2,3,PConc,2,2,3,1,24,6,0,1346,1370,GasA,1,Y,1,1370,0,0,1370,0,0,2,0,2,1,2,6,1,1,2,Attchd,2006,2,2,484,3,3,1,120,49,0,0,0,0,5,5,NA,0,10,2007,WD ,202500
1727,L,RL,48,3242,Pave,NA,1,Lvl,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235,2,3,PConc,2,3,4,1,1000,6,0,405,1405,GasA,1,Y,1,1405,0,0,1405,1,0,2,0,2,1,2,6,1,1,2,Attchd,2003,2,2,478,3,3,1,136,36,0,0,0,0,5,5,NA,0,3,2007,WD ,200000
1757,I,RL,76,9967,Pave,NA,2,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,384,384,GasA,1,Y,1,774,656,0,1430,0,0,2,1,3,1,3,8,1,1,3,BuiltIn,2000,2,2,400,3,3,1,100,0,0,0,0,0,5,5,NA,0,12,2007,WD ,170000
1810,A,RL,65,7441,Pave,NA,2,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,2,3,PConc,2,3,4,6,0,6,0,1461,1461,GasA,1,Y,1,1486,0,0,1486,0,0,2,0,3,1,2,7,1,0,6,Attchd,2006,2,2,566,3,3,1,0,32,0,0,0,0,5,5,NA,0,6,2007,WD ,181000
1813,A,RL,65,8450,Pave,NA,1,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,3,3,PConc,2,3,4,6,0,6,0,1349,1349,GasA,1,Y,1,1349,0,0,1349,0,0,2,0,3,1,3,6,1,0,6,Attchd,2000,3,2,539,3,3,1,120,55,0,0,0,0,5,1,NA,0,12,2007,WD ,179000
1816,M,RL,50,8012,Pave,NA,1,Lvl,Inside,1,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,6,0,6,0,630,630,GasA,1,Y,1,630,636,0,1266,0,0,1,1,2,1,3,5,1,2,3,Attchd,1980,2,1,283,3,3,1,340,0,0,0,0,0,5,2,NA,0,7,2007,WD ,128000
1819,A,RL,64,6285,Pave,NA,1,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,2,3,4,5,138,4,351,405,894,GasA,3,Y,1,894,0,0,894,1,0,1,0,2,1,3,5,1,0,6,Detchd,1979,3,1,308,3,3,1,192,0,0,0,0,0,5,5,NA,0,3,2007,WD ,120750
1820,A,RL,80,8480,Pave,NA,1,Lvl,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,1,630,6,0,340,970,GasA,3,Y,1,970,0,0,970,1,0,1,0,2,1,3,5,1,0,6,Detchd,1996,3,2,624,3,3,1,0,24,0,0,192,0,5,5,NA,0,7,2007,WD ,132500
1821,A,RL,70,7420,Pave,NA,1,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,417,6,0,640,1057,GasA,3,Y,1,1057,0,0,1057,0,0,1,0,3,1,3,6,1,0,6,Detchd,1977,1,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2007,WD ,132000
1823,A,RL,85,6970,Pave,NA,1,Lvl,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,2,932,6,0,108,1040,GasA,3,Y,1,1120,0,0,1120,1,0,1,1,3,1,4,5,1,0,6,Attchd,1961,2,2,544,3,3,1,168,0,0,0,0,0,5,5,Shed,400,5,2007,WD ,129000
1825,A,RL,84,7476,Pave,NA,1,Lvl,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,4,812,6,0,228,1040,GasA,3,Y,1,1040,0,0,1040,1,0,1,1,3,1,3,5,1,0,6,Detchd,1991,1,2,686,3,3,1,188,0,0,0,0,0,5,5,NA,0,6,2007,WD ,145000
1835,L,FV,45,4379,Pave,NA,2,Lvl,FR2,1,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,2,1,851,6,0,527,1378,GasA,1,Y,1,1378,0,0,1378,1,0,2,0,2,1,2,6,1,1,2,Attchd,2004,1,2,540,3,3,1,160,56,0,0,0,0,5,5,NA,0,7,2007,WD ,214000
1844,M,FV,34,3230,Pave,Pave,1,Lvl,Corner,1,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,3,3,PConc,2,3,4,1,419,6,0,310,729,GasA,2,Y,1,729,729,0,1458,0,0,2,1,2,1,3,5,1,1,4,Detchd,1999,3,2,440,3,3,1,0,32,0,0,0,0,5,5,NA,0,6,2007,WD ,176000
1849,M,FV,24,2645,Pave,Pave,1,Lvl,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,2,3,PConc,2,3,4,6,0,6,0,776,776,GasA,1,Y,1,764,677,0,1441,0,0,2,1,2,1,2,5,1,0,6,Detchd,1999,3,2,492,3,3,1,206,0,0,0,0,0,5,5,NA,0,11,2007,WD ,174000
1851,A,FV,73,7321,Pave,Pave,2,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,None,0,2,3,PConc,2,3,4,6,0,6,0,1339,1339,GasA,1,Y,1,1358,0,0,1358,0,0,2,0,3,1,2,5,1,0,6,Detchd,1999,3,2,625,3,3,1,176,174,0,0,0,0,5,5,NA,0,12,2007,COD,204000
1854,L,RL,50,9466,Pave,NA,3,Lvl,FR2,1,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0,2,3,PConc,2,3,1,5,457,2,1037,0,1494,GasA,1,Y,1,1494,0,0,1494,1,0,1,1,1,1,2,5,1,1,2,Attchd,1994,1,2,478,3,3,1,0,30,0,0,217,0,5,5,NA,0,5,2007,WD ,279700
1858,L,RL,40,3840,Pave,NA,2,Lvl,Inside,1,Greens,Norm,Norm,TwnhsE,1Story,8,6,1978,1998,Gable,CompShg,Wd Sdng,Plywood,None,0,2,3,CBlock,2,3,1,1,881,5,176,0,1057,GasA,3,Y,1,1295,0,0,1295,1,0,1,0,1,1,2,4,1,2,3,Attchd,1978,1,2,571,3,3,1,133,89,0,0,0,0,5,5,NA,0,7,2007,WD ,213750
1860,A,RL,80,9600,Pave,NA,1,Lvl,FR2,1,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,1,2,978,6,0,284,1262,GasA,1,Y,1,1262,0,0,1262,0,1,2,0,3,1,3,6,1,1,3,Attchd,1976,2,2,460,3,3,1,298,0,0,0,0,0,5,5,NA,0,5,2007,WD ,181500
1873,A,RL,80,9600,Pave,NA,1,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320,3,3,CBlock,3,3,4,2,916,6,0,326,1242,GasA,4,Y,1,1242,0,0,1242,0,0,1,1,3,1,3,6,1,1,3,Attchd,1973,3,2,528,3,3,1,0,0,0,0,0,0,5,5,NA,0,9,2007,WD ,175500
1875,A,RL,70,8050,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,474,3,38,437,949,GasA,3,Y,1,1107,0,0,1107,1,0,1,0,3,1,2,5,1,0,6,Attchd,1967,2,1,308,3,3,1,88,64,0,0,0,0,5,5,NA,0,3,2007,WD ,127000
1883,A,RL,80,8892,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,3,3,CBlock,3,3,4,6,0,6,0,1065,1065,GasA,2,Y,1,1065,0,0,1065,0,0,1,1,3,1,3,6,1,0,6,Detchd,1974,3,2,461,3,3,1,74,0,0,0,0,0,5,5,NA,0,7,2007,COD,126500
1885,A,RL,70,7535,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,3,111,5,279,522,912,GasA,4,Y,1,912,0,0,912,0,1,1,0,2,1,3,5,1,0,6,Attchd,1958,1,1,297,3,3,1,12,285,0,0,0,0,5,4,Shed,480,6,2007,WD ,120000
1886,A,RL,74,7450,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,438,5,206,250,894,GasA,2,Y,1,1074,0,0,1074,0,0,1,0,2,1,2,6,2,1,2,Detchd,1966,3,2,396,3,3,1,0,72,0,0,0,0,5,3,NA,0,1,2007,WD ,124000
1889,A,RL,76,8243,Pave,NA,2,Lvl,CulDSac,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56,3,2,CBlock,3,3,4,2,700,6,0,264,964,GasA,1,Y,1,964,0,0,964,0,0,1,0,3,1,3,5,1,1,4,Detchd,1985,1,2,784,3,3,1,170,0,0,0,0,0,5,1,NA,0,2,2007,WD ,137500
1890,A,RL,70,8680,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,4,6,0,6,0,894,894,GasA,3,Y,1,894,0,0,894,0,0,1,0,3,1,3,5,1,0,6,Detchd,1965,3,1,312,3,3,1,0,0,0,0,0,0,5,5,NA,0,1,2007,WD ,117600
1891,A,RL,80,8800,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202,3,3,CBlock,3,3,4,3,654,6,0,520,1174,GasA,1,Y,1,1200,0,0,1200,0,1,2,0,3,1,3,6,1,1,3,Attchd,1966,2,2,440,3,3,1,0,0,0,0,0,0,5,2,NA,0,10,2007,CWD,163500
1892,I,RL,80,9200,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,3,3,CBlock,3,3,1,1,494,6,0,548,1042,GasA,3,Y,1,1042,0,0,1042,0,0,2,0,3,1,3,5,1,0,6,Attchd,1965,2,2,440,3,3,1,192,0,0,0,0,0,5,1,NA,0,5,2007,WD ,161000
1893,I,RL,85,9350,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108,3,3,CBlock,2,3,1,5,270,2,580,452,1302,GasA,1,Y,1,1302,0,0,1302,0,1,2,0,3,1,2,7,2,0,6,Attchd,1964,2,1,309,3,3,1,333,0,0,0,0,0,5,2,NA,0,10,2007,CWD,158000
1898,A,RL,75,7388,Pave,NA,1,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,405,6,0,658,1063,GasA,2,Y,1,1327,0,0,1327,1,0,1,0,3,1,2,7,1,0,6,Detchd,1974,3,2,624,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2007,WD ,150750
1899,K,RL,70,9842,Pave,NA,1,Lvl,FR2,1,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,Slab,6,6,5,7,0,7,0,0,0,GasA,3,Y,1,1224,0,0,1224,0,0,2,0,2,2,3,6,1,0,6,CarPort,1962,3,2,462,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2007,WD ,101800
1900,A,RL,57,8280,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,4,6,0,6,0,932,932,GasA,1,Y,2,932,0,0,932,0,0,1,0,2,1,2,4,1,1,2,Attchd,1950,3,1,306,3,3,1,0,0,214,0,0,0,5,1,NA,0,11,2007,WD ,124000
1905,A,RL,50,5175,Pave,NA,1,Lvl,Inside,1,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,3,150,2,404,254,808,GasA,1,Y,1,808,0,0,808,0,0,1,0,2,1,3,5,1,0,6,Detchd,1963,3,1,308,3,3,3,143,0,0,0,0,0,5,5,NA,0,7,2007,COD,112000
1907,A,RL,80,9600,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,3,2,CBlock,3,3,4,3,368,6,0,710,1078,GasA,1,Y,1,1150,0,0,1150,1,0,1,0,2,1,3,6,1,0,6,Attchd,1955,1,1,288,3,3,1,0,0,0,0,175,0,5,2,NA,0,10,2007,WD ,144000
1909,E,RL,79,9492,Pave,NA,1,Lvl,Inside,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,4,4,368,3,41,359,768,GasA,3,Y,1,968,408,0,1376,1,0,1,0,3,1,3,6,1,1,2,Attchd,1941,3,1,240,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2007,WD ,105000
1913,I,RL,100,9600,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291,3,3,CBlock,3,3,2,2,600,6,0,618,1218,GasA,3,Y,1,1254,0,0,1254,1,0,1,0,3,1,3,6,1,1,2,Attchd,1961,2,2,525,3,3,1,0,0,0,0,168,0,5,5,NA,0,5,2007,WD ,158500
1917,A,RL,73,8760,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,2,873,6,0,63,936,GasA,3,Y,1,936,0,0,936,1,0,1,0,2,1,2,4,1,0,6,Attchd,1957,2,1,315,3,3,1,0,0,0,219,0,0,5,5,NA,0,9,2007,WD ,141000
1918,A,RL,65,6860,Pave,NA,2,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54,3,3,CBlock,3,3,4,1,908,6,0,100,1008,GasA,1,Y,1,1008,0,0,1008,1,0,1,0,3,1,4,6,1,0,6,Detchd,1964,3,1,308,3,3,1,0,0,0,0,0,0,5,5,NA,0,12,2007,WD ,131000
1919,A,RL,60,8250,Pave,NA,1,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,288,6,0,765,1053,GasA,2,Y,1,1053,0,0,1053,1,0,1,0,3,1,2,6,1,0,6,2Types,1994,2,2,692,3,3,1,240,0,0,0,109,0,5,5,NA,0,7,2007,WD ,142100
1920,A,RL,70,8176,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,846,6,0,210,1056,GasA,4,Y,1,1056,0,0,1056,1,0,1,0,3,1,3,6,1,0,6,Attchd,1958,2,1,308,3,3,1,0,0,0,0,0,0,5,5,NA,0,8,2007,WD ,139000
1921,A,RL,75,9750,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,3,3,CBlock,3,3,4,4,608,6,0,834,1442,GasA,2,Y,1,1442,0,0,1442,0,0,1,1,4,1,3,7,1,0,6,Attchd,1958,2,1,301,3,3,1,0,0,275,0,0,0,5,5,Shed,500,4,2007,COD,157900
1922,A,RL,80,9250,Pave,NA,1,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,3,480,5,468,108,1056,GasA,3,Y,1,1056,0,0,1056,0,1,1,0,3,1,3,6,1,0,6,Attchd,1954,3,1,260,3,3,1,390,0,0,0,0,0,5,5,NA,0,7,2007,WD ,139400
1924,A,RL,70,9100,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69,3,3,CBlock,3,3,4,6,0,6,0,1144,1144,GasA,3,Y,1,1144,0,0,1144,0,0,1,0,3,1,3,6,1,1,2,Attchd,1960,2,1,336,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2007,WD ,120000
1926,A,RL,72,9770,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,512,6,0,410,922,GasA,3,Y,2,922,0,0,922,1,0,1,0,2,1,3,5,1,0,6,Attchd,1957,3,1,308,3,3,1,0,34,0,0,0,0,5,3,NA,0,4,2007,WD ,116000
1934,A,RL,68,7942,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,85,2,955,0,1040,GasA,3,Y,3,1040,0,0,1040,0,1,1,0,3,1,3,6,1,0,6,Attchd,1953,1,1,293,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2007,WD ,136000
